GeneID	Length
Bra008081	933
Bra008082	324
Bra008083	648
Bra008084	624
Bra008085	534
Bra008086	504
Bra008087	1611
Bra008088	642
Bra008089	615
Bra008090	315
Bra008091	198
Bra008093	450
Bra008094	639
Bra008095	1299
Bra008096	705
Bra008097	1071
Bra008098	264
Bra008099	921
Bra008100	249
Bra008101	567
Bra008102	408
Bra008103	1986
Bra008104	507
Bra008105	1851
Bra008106	882
Bra008107	1896
Bra008108	1146
Bra008109	1176
Bra008110	1620
Bra008111	765
Bra008112	297
Bra008113	789
Bra008114	384
Bra008115	618
Bra008116	1866
Bra008117	2145
Bra008118	555
Bra008119	1254
Bra008120	807
Bra008121	357
Bra008122	639
Bra008123	1212
Bra008124	978
Bra008125	708
Bra008126	984
Bra008127	987
Bra008128	702
Bra008129	336
Bra008130	963
Bra008131	1005
Bra008132	1020
Bra008133	1599
Bra008135	1470
Bra008136	3015
Bra008137	2220
Bra008138	5616
Bra008139	2367
Bra008140	1986
Bra008141	855
Bra008142	795
Bra008143	1986
Bra008144	339
Bra008145	243
Bra008146	672
Bra008147	234
Bra008148	711
Bra008149	741
Bra008150	297
Bra008151	1104
Bra008152	1401
Bra008153	741
Bra008154	282
Bra008155	894
Bra008156	543
Bra008157	699
Bra008158	1935
Bra008159	1122
Bra008160	1020
Bra008161	471
Bra008162	306
Bra008163	1551
Bra008164	864
Bra008165	1695
Bra008166	585
Bra008167	2052
Bra008168	519
Bra008169	669
Bra008170	585
Bra008171	1371
Bra008172	723
Bra008173	1347
Bra008174	1149
Bra008175	744
Bra008176	711
Bra008177	636
Bra008178	309
Bra008179	1191
Bra008180	897
Bra008181	567
Bra008182	840
Bra008183	369
Bra008184	1467
Bra008185	885
Bra008186	291
Bra008187	939
Bra008188	645
Bra008189	228
Bra008190	786
Bra008191	957
Bra008192	498
Bra008193	345
Bra008194	534
Bra008195	429
Bra008196	717
Bra008197	1404
Bra008198	1887
Bra008199	1398
Bra008200	597
Bra008201	1173
Bra008202	783
Bra008203	1029
Bra008204	909
Bra008205	528
Bra008206	168
Bra008207	288
Bra008208	315
Bra008209	456
Bra008210	309
Bra008211	1668
Bra008212	3150
Bra008213	594
Bra008214	1581
Bra008215	870
Bra008216	456
Bra008217	348
Bra008218	1341
Bra008219	573
Bra008220	999
Bra008221	768
Bra008222	297
Bra008223	1482
Bra008224	966
Bra008225	243
Bra008226	243
Bra008227	591
Bra008228	498
Bra008229	1026
Bra008230	1653
Bra008231	483
Bra008232	1422
Bra008233	222
Bra008234	1005
Bra008235	684
Bra008236	471
Bra008237	786
Bra008238	405
Bra008239	657
Bra008240	2187
Bra008241	1647
Bra008242	585
Bra008243	324
Bra008244	852
Bra008245	1737
Bra008246	1113
Bra008247	294
Bra008248	1194
Bra008249	777
Bra008250	1005
Bra008251	942
Bra008252	234
Bra008253	825
Bra008254	258
Bra008255	1278
Bra008256	303
Bra008257	561
Bra008258	303
Bra008259	963
Bra008260	1617
Bra008261	1746
Bra008262	864
Bra008263	357
Bra008264	1197
Bra008265	975
Bra008266	2574
Bra008267	639
Bra008268	513
Bra008269	510
Bra008270	1143
Bra008271	1125
Bra008272	786
Bra008273	468
Bra008274	729
Bra008275	429
Bra008276	10923
Bra008277	585
Bra008278	684
Bra008279	3807
Bra008280	1311
Bra008281	1245
Bra008282	3444
Bra008283	294
Bra008284	768
Bra008285	1668
Bra008286	1554
Bra008287	1053
Bra008288	2847
Bra008289	432
Bra008290	1008
Bra008291	960
Bra008292	1668
Bra008293	153
Bra008294	1710
Bra008295	1467
Bra008296	1041
Bra008297	1659
Bra008298	1662
Bra008299	2097
Bra008300	834
Bra008301	1974
Bra008302	855
Bra008303	312
Bra008304	1431
Bra008305	669
Bra008306	477
Bra008307	1149
Bra008308	576
Bra008309	783
Bra008310	1077
Bra008311	1536
Bra008312	903
Bra008313	1146
Bra008314	3543
Bra008315	369
Bra008316	1128
Bra008317	4044
Bra008318	747
Bra008319	375
Bra008320	1269
Bra008321	1248
Bra008322	3036
Bra008323	1305
Bra008324	267
Bra008325	1419
Bra008326	915
Bra008327	1287
Bra008328	327
Bra008329	222
Bra008330	777
Bra008331	2226
Bra008332	465
Bra008333	2721
Bra008334	504
Bra008335	783
Bra008336	1047
Bra008337	4104
Bra008338	237
Bra008339	345
Bra008340	1959
Bra008341	492
Bra008342	978
Bra008343	936
Bra008344	1134
Bra008345	954
Bra008346	951
Bra008347	1425
Bra008348	1026
Bra008349	843
Bra008350	1641
Bra008351	594
Bra008352	231
Bra008353	2055
Bra008354	1425
Bra008355	753
Bra008356	870
Bra008357	345
Bra008358	1764
Bra008359	315
Bra008360	1128
Bra008361	288
Bra008362	963
Bra008363	717
Bra008364	699
Bra008365	1419
Bra008366	2787
Bra008367	996
Bra008368	426
Bra008369	498
Bra008370	954
Bra008371	876
Bra008372	618
Bra008373	729
Bra008374	381
Bra008375	294
Bra008376	1035
Bra008377	858
Bra008378	879
Bra008379	612
Bra008380	1341
Bra008381	750
Bra008382	576
Bra008383	462
Bra008384	1260
Bra008385	1767
Bra008386	2412
Bra008387	2283
Bra008388	309
Bra008389	4752
Bra008390	162
Bra008391	1341
Bra008392	417
Bra008393	1308
Bra008394	972
Bra008395	294
Bra008396	438
Bra008397	912
Bra008398	786
Bra008399	384
Bra008400	456
Bra008401	3951
Bra008402	708
Bra008403	540
Bra008404	1935
Bra008405	477
Bra008406	1347
Bra008407	1287
Bra008408	1560
Bra008409	399
Bra008410	2346
Bra008411	1041
Bra008412	258
Bra008413	2811
Bra008414	972
Bra008415	759
Bra008416	1248
Bra008417	2355
Bra008418	363
Bra008419	972
Bra008420	150
Bra008421	1206
Bra008422	414
Bra008423	1050
Bra008424	198
Bra008425	705
Bra008426	2844
Bra008427	4398
Bra008428	234
Bra008429	2469
Bra008430	456
Bra008431	1116
Bra008432	1314
Bra008433	2028
Bra008434	495
Bra008435	873
Bra008436	174
Bra008437	1599
Bra008438	996
Bra008439	825
Bra008440	597
Bra008441	891
Bra008442	918
Bra008443	792
Bra008444	465
Bra008445	654
Bra008446	2973
Bra008447	1041
Bra008448	609
Bra008449	1269
Bra008450	1176
Bra008451	588
Bra008452	3693
Bra008453	1347
Bra008454	597
Bra008455	378
Bra008456	747
Bra008457	1470
Bra008458	687
Bra008459	777
Bra008460	795
Bra008461	1404
Bra008462	1509
Bra008463	1221
Bra008464	1254
Bra008465	219
Bra008466	1248
Bra008467	885
Bra008468	1596
Bra008469	1449
Bra008470	1368
Bra008471	1692
Bra008472	1347
Bra008473	495
Bra008474	3825
Bra008475	1218
Bra008476	1374
Bra008477	1374
Bra008478	1245
Bra008479	1587
Bra008480	1077
Bra008481	1056
Bra008482	996
Bra008483	1026
Bra008484	1908
Bra008485	3267
Bra008486	780
Bra008487	882
Bra008488	597
Bra008489	378
Bra008490	210
Bra008491	504
Bra008492	1179
Bra008493	1173
Bra008494	186
Bra008495	909
Bra008496	240
Bra008497	633
Bra008498	741
Bra008499	342
Bra008500	888
Bra008501	1074
Bra008502	1140
Bra008503	399
Bra008504	510
Bra008505	3270
Bra008506	7842
Bra008507	927
Bra008508	228
Bra008509	1272
Bra008510	1524
Bra008511	309
Bra008512	1503
Bra008513	1479
Bra008514	675
Bra008515	4353
Bra008516	1506
Bra008517	1413
Bra008518	381
Bra008519	1668
Bra008520	1293
Bra008521	531
Bra008522	2184
Bra008523	1626
Bra008524	975
Bra008525	525
Bra008526	663
Bra008527	993
Bra008528	2988
Bra008529	1866
Bra008530	1392
Bra008531	453
Bra008532	780
Bra008533	510
Bra008534	792
Bra008535	1425
Bra008536	759
Bra008537	738
Bra008538	762
Bra008539	234
Bra008540	1449
Bra008541	2064
Bra008542	1362
Bra008543	555
Bra008544	2538
Bra008545	825
Bra008546	699
Bra008547	522
Bra008548	1050
Bra008549	1437
Bra008550	657
Bra008551	645
Bra008552	1017
Bra008553	1332
Bra008554	819
Bra008555	1530
Bra008556	552
Bra008557	1590
Bra008558	339
Bra008559	1596
Bra008560	351
Bra008561	1416
Bra008562	2172
Bra008563	1068
Bra008564	1008
Bra008565	390
Bra008566	2691
Bra008567	1344
Bra008568	2778
Bra008569	1278
Bra008570	642
Bra008571	639
Bra008572	1305
Bra008573	393
Bra008574	339
Bra008575	573
Bra008576	309
Bra008577	576
Bra008578	399
Bra008579	579
Bra008580	3378
Bra008581	1035
Bra008582	1752
Bra008583	3432
Bra008584	1356
Bra008585	1230
Bra008586	516
Bra008587	2553
Bra008588	3498
Bra008589	789
Bra008590	306
Bra008591	1125
Bra008592	840
Bra008593	1452
Bra008594	774
Bra008595	2439
Bra008596	1017
Bra008597	1230
Bra008598	2607
Bra008599	5526
Bra008600	2457
Bra008601	2073
Bra008602	2913
Bra008603	1575
Bra008604	2028
Bra008605	3819
Bra008606	489
Bra008607	339
Bra008608	1374
Bra008609	1731
Bra008610	588
Bra008611	1854
Bra008612	1071
Bra008613	876
Bra008614	699
Bra008615	1047
Bra008616	1047
Bra008617	1779
Bra008618	258
Bra008619	462
Bra008620	624
Bra008621	312
Bra008622	747
Bra008623	876
Bra008624	1356
Bra008625	3201
Bra008626	3825
Bra008627	1104
Bra008628	3051
Bra008629	1503
Bra008630	552
Bra008631	1194
Bra008632	1212
Bra008633	1458
Bra008634	480
Bra008635	978
Bra008636	486
Bra008637	375
Bra008638	1518
Bra008639	1218
Bra008640	1608
Bra008641	4128
Bra008642	486
Bra008643	573
Bra008644	996
Bra008645	498
Bra008646	1281
Bra008647	1068
Bra008648	1884
Bra008649	1035
Bra008650	258
Bra008651	999
Bra008652	1611
Bra008653	288
Bra008654	1194
Bra008655	1065
Bra008656	1947
Bra008657	825
Bra008658	1779
Bra008659	1905
Bra008660	1953
Bra008661	198
Bra008662	1107
Bra008663	987
Bra008664	1353
Bra008665	396
Bra008666	987
Bra008667	2115
Bra008668	1014
Bra008669	1101
Bra008670	552
Bra008671	864
Bra008672	1485
Bra008673	309
Bra008674	759
Bra008675	717
Bra008676	1071
Bra008677	483
Bra008678	540
Bra008679	1530
Bra008680	1341
Bra008681	1476
Bra008682	1158
Bra008683	1074
Bra008684	1164
Bra008685	390
Bra008686	849
Bra008687	426
Bra008688	738
Bra008689	2691
Bra008690	1089
Bra008691	1287
Bra008692	2400
Bra008693	5499
Bra008694	774
Bra008695	1443
Bra008696	1572
Bra008697	543
Bra008698	2922
Bra008699	2160
Bra008700	3126
Bra008701	1080
Bra008702	954
Bra008703	1215
Bra008704	156
Bra008705	966
Bra008706	1614
Bra008707	183
Bra008708	564
Bra008709	1554
Bra008710	603
Bra008711	3690
Bra008712	792
Bra008713	594
Bra008714	279
Bra008715	1242
Bra008716	285
Bra008717	867
Bra008718	1503
Bra008719	1656
Bra008720	924
Bra008721	1500
Bra008722	1026
Bra008723	831
Bra008724	348
Bra008725	909
Bra008726	4746
Bra008727	1188
Bra008728	1689
Bra008729	1581
Bra008730	216
Bra008731	2139
Bra008732	1392
Bra008733	2145
Bra008734	1473
Bra008735	831
Bra008736	1038
Bra008737	1155
Bra008738	1230
Bra008739	1950
Bra008740	594
Bra008741	750
Bra008742	1884
Bra008743	1107
Bra008744	594
Bra008745	528
Bra008746	570
Bra008747	834
Bra008748	1320
Bra008749	1806
Bra008750	963
Bra008751	2928
Bra008752	1101
Bra008753	1164
Bra008754	492
Bra008755	570
Bra008756	1569
Bra008757	1170
Bra008758	1401
Bra008759	402
Bra008760	1308
Bra008761	1113
Bra008762	459
Bra008763	1608
Bra008764	804
Bra008765	225
Bra008766	510
Bra008767	1311
Bra008768	903
Bra008769	1551
Bra008770	771
Bra008771	2250
Bra008772	1566
Bra008773	2100
Bra008774	1227
Bra008775	795
Bra008776	1743
Bra008777	213
Bra008778	228
Bra008779	825
Bra008780	1002
Bra008781	849
Bra008782	405
Bra008783	1578
Bra008784	1080
Bra008785	582
Bra008786	1224
Bra008787	462
Bra008788	609
Bra008789	2052
Bra008790	1173
Bra008791	2679
Bra008792	1188
Bra008793	966
Bra008794	924
Bra008795	549
Bra008796	840
Bra008797	627
Bra008798	684
Bra008799	399
Bra008800	1782
Bra008801	804
Bra008802	795
Bra008803	504
Bra008804	3102
Bra008805	1452
Bra008806	864
Bra008807	1221
Bra008808	813
Bra008809	4044
Bra008810	1074
Bra008811	2025
Bra008812	2001
Bra008813	891
Bra008814	1230
Bra008815	1824
Bra008816	3249
Bra008817	2181
Bra008818	951
Bra008819	2031
Bra008820	2085
Bra008821	531
Bra008822	828
Bra008823	1845
Bra008824	657
Bra008825	1074
Bra008826	1122
Bra008827	1146
Bra008828	501
Bra008829	735
Bra008830	819
Bra008831	1320
Bra008832	3300
Bra008833	1785
Bra008834	720
Bra008835	654
Bra008836	1713
Bra008837	1161
Bra008838	2481
Bra008839	1188
Bra008840	1656
Bra008841	2256
Bra008842	1620
Bra008843	1149
Bra008844	675
Bra008845	2397
Bra008846	591
Bra008847	2001
Bra008848	303
Bra008849	1014
Bra008850	630
Bra008851	1368
Bra008852	1929
Bra008853	702
Bra008854	1869
Bra008855	1797
Bra008856	1065
Bra008857	759
Bra008858	444
Bra008859	552
Bra008860	2124
Bra008861	891
Bra008862	1929
Bra008863	1185
Bra008864	5793
Bra008865	249
Bra008866	885
Bra008867	2310
Bra008868	1113
Bra008869	1125
Bra008870	1122
Bra008871	405
Bra008872	1563
Bra008873	1461
Bra008874	231
Bra008875	843
Bra008876	894
Bra008877	1944
Bra008878	852
Bra008879	1599
Bra008880	846
Bra008881	1473
Bra008882	1407
Bra008883	1440
Bra008884	1443
Bra008885	1533
Bra008886	297
Bra008887	1839
Bra008888	3657
Bra008889	1098
Bra008890	5184
Bra008891	516
Bra008892	948
Bra008893	2568
Bra008894	570
Bra008895	3195
Bra008896	420
Bra008897	477
Bra008898	918
Bra008899	435
Bra008900	786
Bra008901	1089
Bra008902	1842
Bra008903	1347
Bra008904	330
Bra008905	378
Bra008906	663
Bra008907	942
Bra008908	1623
Bra008909	375
Bra008910	1569
Bra008911	2499
Bra008912	306
Bra008913	1050
Bra008914	1776
Bra008915	684
Bra008916	2454
Bra008917	2199
Bra008918	1023
Bra008919	1293
Bra008920	465
Bra008921	2097
Bra008922	318
Bra008923	1056
Bra008924	651
Bra008925	423
Bra008926	1548
Bra008927	888
Bra008928	597
Bra008929	882
Bra008930	1890
Bra008931	1461
Bra008932	789
Bra008933	924
Bra008934	501
Bra008935	912
Bra008936	1815
Bra008937	1479
Bra008938	651
Bra008939	672
Bra008940	195
Bra008941	1161
Bra008942	864
Bra008943	4368
Bra008944	933
Bra008945	201
Bra008946	1056
Bra008947	1173
Bra008948	762
Bra008949	282
Bra008950	834
Bra008951	1623
Bra008952	723
Bra008953	4641
Bra008954	915
Bra008955	3321
Bra008956	2754
Bra008957	648
Bra008958	969
Bra008959	1635
Bra008960	828
Bra008961	894
Bra008962	561
Bra008963	4011
Bra008964	2598
Bra008965	630
Bra008966	1971
Bra008967	2091
Bra008968	2274
Bra008969	495
Bra008970	1197
Bra008971	1236
Bra008972	1791
Bra008973	1314
Bra008974	633
Bra008975	897
Bra008976	495
Bra008977	519
Bra008978	1311
Bra008979	1851
Bra008980	990
Bra008981	1053
Bra008982	819
Bra008983	1419
Bra008984	1281
Bra008985	564
Bra008986	573
Bra008987	666
Bra008988	2046
Bra008989	570
Bra008990	222
Bra008991	660
Bra008992	501
Bra008993	450
Bra008994	3552
Bra008995	1755
Bra008996	1311
Bra008997	1107
Bra008998	1167
Bra008999	447
Bra009000	729
Bra009001	843
Bra009002	2265
Bra009003	1305
Bra009004	2823
Bra009005	3537
Bra009006	3075
Bra009007	1308
Bra009008	951
Bra009009	714
Bra009010	867
Bra009011	2697
Bra009012	321
Bra009013	204
Bra009014	1062
Bra009015	1602
Bra009016	219
Bra009017	330
Bra009018	525
Bra009019	1500
Bra009020	1494
Bra009021	723
Bra009022	912
Bra009023	2379
Bra009024	363
Bra009025	1440
Bra009026	1725
Bra009027	2562
Bra009028	1983
Bra009029	531
Bra009030	3429
Bra009031	894
Bra009032	432
Bra009033	756
Bra009034	1290
Bra009035	630
Bra009036	1059
Bra009037	876
Bra009038	5304
Bra009039	750
Bra009040	672
Bra009041	948
Bra009042	363
Bra009043	777
Bra009044	915
Bra009045	1530
Bra009046	621
Bra009047	1893
Bra009048	951
Bra009049	957
Bra009050	384
Bra009051	1896
Bra009052	2031
Bra009053	1071
Bra009054	555
Bra009055	621
Bra009056	495
Bra009057	1119
Bra009058	1683
Bra009059	1554
Bra009060	891
Bra009061	228
Bra009062	225
Bra009063	1095
Bra009064	3159
Bra009065	1293
Bra009066	297
Bra009067	744
Bra009068	255
Bra009069	297
Bra009070	1605
Bra009071	717
Bra009072	2025
Bra009073	423
Bra009074	1269
Bra009075	1038
Bra009076	1617
Bra009077	261
Bra009078	1017
Bra009079	2559
Bra009080	279
Bra009081	1062
Bra009082	312
Bra009083	2367
Bra009084	561
Bra009085	390
Bra009086	606
Bra009087	804
Bra009088	510
Bra009089	2511
Bra009090	1287
Bra009091	1875
Bra009092	384
Bra009093	1728
Bra009094	1554
Bra009095	2469
Bra009096	417
Bra009097	1083
Bra009098	1512
Bra009099	690
Bra009100	1578
Bra009101	618
Bra009102	768
Bra009103	1485
Bra009104	558
Bra009105	834
Bra009106	1305
Bra009107	483
Bra009108	303
Bra009109	219
Bra009110	648
Bra009111	1470
Bra009112	993
Bra009113	615
Bra009114	1788
Bra009115	1845
Bra009116	558
Bra009117	1362
Bra009118	1584
Bra009119	756
Bra009120	3267
Bra009121	723
Bra009122	1476
Bra009123	2652
Bra009124	774
Bra009125	2439
Bra009126	1356
Bra009127	1878
Bra009128	660
Bra009129	1194
Bra009130	1794
Bra009131	1026
Bra009132	579
Bra009133	927
Bra009134	813
Bra009135	1278
Bra009136	1215
Bra009137	921
Bra009138	600
Bra009139	1335
Bra009140	1515
Bra009141	3153
Bra009142	1359
Bra009143	1359
Bra009144	1353
Bra009145	1362
Bra009146	1359
Bra009147	1350
Bra009148	1494
Bra009149	1467
Bra009150	1107
Bra009151	1020
Bra009152	1788
Bra009153	531
Bra009154	216
Bra009155	2190
Bra009156	2463
Bra009157	756
Bra009158	2865
Bra009159	789
Bra009160	708
Bra009161	552
Bra009162	1497
Bra009163	3159
Bra009164	918
Bra009165	453
Bra009166	1173
Bra009167	1479
Bra009168	1245
Bra009169	2559
Bra009170	492
Bra009171	720
Bra009172	1272
Bra009173	318
Bra009174	576
Bra009175	579
Bra009176	579
Bra009177	303
Bra009178	372
Bra009179	498
Bra009180	462
Bra009181	810
Bra009182	648
Bra009183	1365
Bra009184	714
Bra009185	195
Bra009186	717
Bra009187	2637
Bra009188	783
Bra009189	504
Bra009190	1374
Bra009191	3018
Bra009192	798
Bra009193	1680
Bra009194	576
Bra009195	1449
Bra009196	2976
Bra009197	729
Bra009198	447
Bra009199	609
Bra009200	804
Bra009201	1443
Bra009202	324
Bra009203	2268
Bra009204	1542
Bra009205	1539
Bra009206	1284
Bra009207	999
Bra009208	1707
Bra009209	924
Bra009210	3303
Bra009211	351
Bra009212	1362
Bra009213	1323
Bra009214	999
Bra009215	1134
Bra009216	1932
Bra009217	564
Bra009218	1935
Bra009219	1023
Bra009220	1017
Bra009221	1077
Bra009222	561
Bra009223	1959
Bra009224	1038
Bra009225	480
Bra009226	930
Bra009227	636
Bra009228	1125
Bra009229	822
Bra009230	2112
Bra009231	2034
Bra009232	1635
Bra009233	843
Bra009234	996
Bra009235	1005
Bra009236	1005
Bra009237	1011
Bra009238	999
Bra009239	2142
Bra009240	2583
Bra009241	933
Bra009242	480
Bra009243	1428
Bra009244	828
Bra009245	267
Bra009246	852
Bra009247	1386
Bra009248	1068
Bra009249	1377
Bra009250	636
Bra009251	243
Bra009252	204
Bra009253	1161
Bra009254	915
Bra009255	327
Bra009256	528
Bra009257	741
Bra009258	831
Bra009259	675
Bra009260	609
Bra009261	615
Bra009262	651
Bra009263	1236
Bra009264	1014
Bra009265	1098
Bra009266	2709
Bra009267	1959
Bra009268	852
Bra009269	1944
Bra009270	459
Bra009271	1296
Bra009272	762
Bra009273	1770
Bra009274	2658
Bra009275	987
Bra009276	2178
Bra009277	3702
Bra009278	1548
Bra009279	1044
Bra009280	1122
Bra009281	1065
Bra009282	291
Bra009283	924
Bra009284	2322
Bra009285	1140
Bra009286	618
Bra009287	2811
Bra009288	444
Bra009289	3126
Bra009290	1449
Bra009291	1614
Bra009292	1332
Bra009293	1398
Bra009294	1323
Bra009295	903
Bra009296	1200
Bra009297	474
Bra009298	1320
Bra009299	678
Bra009300	1056
Bra009301	756
Bra009302	879
Bra009303	3234
Bra009304	639
Bra009305	1368
Bra009306	3714
Bra009307	2424
Bra009308	1386
Bra009309	1473
Bra009310	1413
Bra009311	3057
Bra009312	1536
Bra009313	639
Bra009314	366
Bra009315	1581
Bra009316	1119
Bra009317	393
Bra009318	912
Bra009319	948
Bra009320	4338
Bra009321	999
Bra009322	1632
Bra009323	1140
Bra009324	408
Bra009325	1074
Bra009326	1101
Bra009327	471
Bra009328	501
Bra009329	1257
Bra009330	4083
Bra009331	717
Bra009332	786
Bra009333	1131
Bra009334	1149
Bra009335	429
Bra009336	1044
Bra009337	2061
Bra009338	711
Bra009339	1020
Bra009340	2085
Bra009341	1134
Bra009342	3366
Bra009343	309
Bra009344	1788
Bra009345	939
Bra009346	885
Bra009347	1224
Bra009348	366
Bra009349	1056
Bra009350	2697
Bra009351	1743
Bra009352	1533
Bra009353	1140
Bra009354	1113
Bra009355	2289
Bra009356	1686
Bra009357	2145
Bra009358	1011
Bra009359	1917
Bra009360	1662
Bra009361	171
Bra009362	825
Bra009363	1668
Bra009364	2175
Bra009365	2010
Bra009366	1578
Bra009367	1095
Bra009368	885
Bra009369	1275
Bra009370	837
Bra009371	1458
Bra009372	324
Bra009373	657
Bra009374	345
Bra009375	1137
Bra009376	351
Bra009377	768
Bra009378	1539
Bra009379	1365
Bra009380	825
Bra009381	1014
Bra009382	3024
Bra009383	2772
Bra009384	894
Bra009385	957
Bra009386	165
Bra009387	393
Bra009388	741
Bra009389	882
Bra009390	1338
Bra009391	447
Bra009392	636
Bra009393	1425
Bra009394	963
Bra009395	1245
Bra009396	897
Bra009397	1077
Bra009398	1914
Bra009399	1329
Bra009400	1617
Bra009401	1614
Bra009402	1128
Bra009403	768
Bra009404	1830
Bra009405	2238
Bra009406	1923
Bra009407	924
Bra009408	1539
Bra009409	1998
Bra009410	3303
Bra009411	1311
Bra009412	651
Bra009413	1554
Bra009414	3468
Bra009415	1122
Bra009416	2748
Bra009417	2385
Bra009418	492
Bra009419	309
Bra009420	1776
Bra009421	2214
Bra009422	723
Bra009423	714
Bra009424	348
Bra009425	1002
Bra009426	924
Bra009427	534
Bra009428	789
Bra009429	954
Bra009430	2823
Bra009431	411
Bra009432	624
Bra009433	888
Bra009434	2436
Bra009435	1584
Bra009436	921
Bra009437	1503
Bra009438	1314
Bra009439	1224
Bra009440	672
Bra009441	1944
Bra009442	5781
Bra009443	1536
Bra009444	2508
Bra009445	1392
Bra009446	537
Bra009447	1473
Bra009448	2292
Bra009449	900
Bra009450	3123
Bra009451	402
Bra009452	2514
Bra009453	765
Bra009454	1005
Bra009455	222
Bra009456	1665
Bra009457	1038
Bra009458	960
Bra009459	996
Bra009460	1179
Bra009461	4005
Bra009462	396
Bra009463	414
Bra009464	687
Bra009465	1083
Bra009466	1266
Bra009467	270
Bra009468	1674
Bra009469	1575
Bra009470	4632
Bra009471	819
Bra009472	561
Bra009473	1050
Bra009474	3483
Bra009475	315
Bra009476	1635
Bra009477	972
Bra009478	1212
Bra009479	831
Bra009480	1098
Bra009481	936
Bra009482	1065
Bra009483	4863
Bra009484	711
Bra009485	1539
Bra009486	153
Bra009487	198
Bra009488	1113
Bra009489	1776
Bra009490	2256
Bra009491	4278
Bra009492	246
Bra009493	4449
Bra009494	1182
Bra009495	1002
Bra009496	1104
Bra009497	1221
Bra009498	1149
Bra009499	1701
Bra009500	1902
Bra009501	501
Bra009502	294
Bra009503	1281
Bra009504	516
Bra009505	1008
Bra009506	984
Bra009507	195
Bra009508	537
Bra009509	1506
Bra009510	693
Bra009511	1362
Bra009512	1599
Bra009513	1083
Bra009514	2289
Bra009515	1092
Bra009516	1449
Bra009517	1080
Bra009518	1716
Bra009519	1521
Bra009520	609
Bra009521	2556
Bra009522	2691
Bra009523	1917
Bra009524	633
Bra009525	798
Bra009526	432
Bra009527	201
Bra009528	291
Bra009529	1500
Bra009530	2862
Bra009531	1044
Bra009532	372
Bra009533	1083
Bra009534	1227
Bra009535	324
Bra009536	1035
Bra009537	1116
Bra009538	183
Bra009539	3936
Bra009540	1686
Bra009541	384
Bra009542	693
Bra009543	531
Bra009544	507
Bra009545	507
Bra009546	894
Bra009547	303
Bra009548	1455
Bra009549	1551
Bra009550	879
Bra009551	681
Bra009552	783
Bra009553	396
Bra009554	1416
Bra009555	327
Bra009556	1584
Bra009557	411
Bra009558	1371
Bra009559	1056
Bra009560	1221
Bra009561	1263
Bra009562	939
Bra009563	2562
Bra009564	1290
Bra009565	2115
Bra009566	303
Bra009567	2100
Bra009568	627
Bra009569	1092
Bra009570	819
Bra009571	708
Bra009572	561
Bra009573	447
Bra009574	534
Bra009575	483
Bra009576	1584
Bra009577	372
Bra009578	990
Bra009579	225
Bra009580	996
Bra009581	831
Bra009582	1731
Bra009583	1809
Bra009584	1662
Bra009585	1548
Bra009586	873
Bra009587	534
Bra009588	537
Bra009589	1290
Bra009590	327
Bra009591	1698
Bra009592	1302
Bra009593	2415
Bra009594	2424
Bra009595	243
Bra009596	1761
Bra009597	1566
Bra009598	5958
Bra009599	1170
Bra009600	426
Bra009601	978
Bra009602	777
Bra009603	2403
Bra009604	762
Bra009605	843
Bra009606	222
Bra009607	615
Bra009608	1644
Bra009609	399
Bra009610	747
Bra009611	1227
Bra009612	1023
Bra009613	1323
Bra009614	591
Bra009615	942
Bra009616	2190
Bra009617	786
Bra009618	1761
Bra009619	600
Bra009620	519
Bra009621	1683
Bra009622	252
Bra009623	1956
Bra009624	1476
Bra009625	267
Bra009626	1947
Bra009627	1491
Bra009628	1317
Bra009629	1074
Bra009630	1023
Bra009631	1704
Bra009632	1245
Bra009633	1635
Bra009634	450
Bra009635	933
Bra009636	1488
Bra009637	996
Bra009638	489
Bra009639	2043
Bra009640	1566
Bra009641	513
Bra009642	1863
Bra009643	1086
Bra009644	882
Bra009645	537
Bra009646	246
Bra009647	216
Bra009648	534
Bra009649	489
Bra009650	354
Bra009651	1086
Bra009652	252
Bra009653	1620
Bra009654	930
Bra009655	1122
Bra009656	450
Bra009657	1659
Bra009658	264
Bra009659	2616
Bra009660	1089
Bra009661	285
Bra009662	366
Bra009663	672
Bra009664	285
Bra009665	2124
Bra009666	780
Bra009667	753
Bra009668	456
Bra009669	1380
Bra009670	792
Bra009671	1218
Bra009672	639
Bra009673	168
Bra009674	642
Bra009675	636
Bra009676	489
Bra009677	642
Bra009678	2226
Bra009679	486
Bra009680	1764
Bra009681	480
Bra009682	441
Bra009683	2721
Bra009684	162
Bra009685	429
Bra009686	2298
Bra009687	1323
Bra009688	210
Bra009689	2082
Bra009690	1308
Bra009691	1008
Bra009692	480
Bra009693	927
Bra009694	528
Bra009695	1821
Bra009696	1794
Bra009697	2763
Bra009698	1605
Bra009699	984
Bra009700	867
Bra009701	714
Bra009702	1614
Bra009703	1515
Bra009704	702
Bra009705	2802
Bra009706	480
Bra009707	618
Bra009708	468
Bra009709	1605
Bra009710	1350
Bra009711	1245
Bra009712	2220
Bra009713	2799
Bra009714	1971
Bra009715	594
Bra009716	1389
Bra009717	1710
Bra009718	1053
Bra009719	1488
Bra009720	351
Bra009721	1341
Bra009722	1662
Bra009723	525
Bra009724	1911
Bra009725	351
Bra009726	651
Bra009727	369
